elementList__propertyCode,elementList__thumbnail,elementList__externalReference,elementList__numPhotos,elementList__floor,elementList__price,elementList__propertyType,elementList__operation,elementList__size,elementList__exterior,elementList__rooms,elementList__bathrooms,elementList__address,elementList__province,elementList__municipality,elementList__district,elementList__country,elementList__latitude,elementList__longitude,elementList__showAddress,elementList__url,elementList__distance,elementList__description,elementList__hasVideo,elementList__status,elementList__newDevelopment,elementList__hasLift,elementList__parkingSpace__hasParkingSpace,elementList__parkingSpace__isParkingSpaceIncludedInPrice,elementList__parkingSpace__parkingSpacePrice,elementList__priceByArea,elementList__detailedType__typology,elementList__detailedType__subTypology,elementList__suggestedTexts__subtitle,elementList__suggestedTexts__title,elementList__hasPlan,elementList__has3DTour,elementList__has360,elementList__hasStaging,elementList__labels__name,elementList__labels__text,elementList__topNewDevelopment,elementList__superTopHighlight
97627898,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/1d/a6/985986613.jpg,PIS_7013,87,,570000.0,chalet,sale,500.0,False,4,5,Rivas Urbanizaciones,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3644809,-3.5414001,False,https://www.idealista.com/inmueble/97627898/,13529,"GRAN CHALET INDEPENDIENTE ÚNICO EN LA ZONA, no hay otro igual. En parcela de 500 m2 con piscina, lago y cascada. Posibilidad de dos viviendas o vivienda y negocio. Chalet de 500 m2 construidos 3 plantas + Buhardilla 4 habitaciones + 5 baños Ubicado en una parcela rodeada de vegetación, con un pequeño lago con cascada con peces de colores y huerto familiar, barbacoa, piscina privada, y espacio para aparcar varios coches. Está ubicado cerca del mirador del Parque lineal, a 5 minutos del metro, con salida directa a A3 M50 M40 M45 R3, autobuses casi en la puerta, Polideportivo, Colegio Luye, C.C. Rivas Centro todo cerca para ir andando. Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad. Al entrar encuentras un recibidor convertido en recepción, zona espera, baño con ducha y 2 cuartos en donde se implantan las consultas y una escalera que baja al sótano donde se encuentran 3 salas más. Desde el Hall hay una puerta para acceder directamente a la vivienda, aunque por el lateral de la casa hay entrada independiente también para no pasar por la clínica si no lo deseas. La cocina es enorme, con numerosos muebles para almacenaje y zona de comedor, con grandes ventanales y puerta para salir al jardín por un lateral, la claridad entra a raudales, además de una pared de baldosas de cristal que comparte con el salón contiguo. El salón unido a la cocina con concepto semi abierto y a otra altura, tiene tres ambientes perfectamente delimitados, 1º para lectura o relax, 2º comedor donde se encuentra una gran mesa con sillas y desde donde se accede a las escaleras para subir a las habitaciones y bajar al sótano y 3º zona con sillones para ver la televisión y descanso o para tener una perfecta sobremesa rodeado de ventanales y puertas acristaladas para acceder al amplio porche y al jardín donde encontramos una gran piscina. En esta planta se encuentra un baño completo. Esta planta se caracteriza por sus zonas a varias alturas, sus paredes lisas con baldosas de cristales a modo de tragaluz, arcos, y sobre todo grandes ventanas por todos lados haciendo una vivienda llena de luz y de vida alegre y espaciosa. En la primera planta encontramos pasillo para ir a las 3 grandes habitaciones dos de ellas con pequeñas terrazas incorporadas que dan al lateral de la parcela, baño completo que da servicio a estas habitaciones, y al fondo del pasillo una gran terraza acristalada que da a la piscina y a la izquierda la la suite principal, esta tiene incorporada una habitación vestidor, un baño completo y acceso a otra terraza enorme acristalada también que da a la entrada principal. En la tercera planta encontramos una buhardilla diáfana con techos altísimos y abovedados por un lateral y ventanales por otro. El sótano, no es menos espectacular, actualmente hay una zona destinada a lavandería y planchado. Tiene calefacción individual de gas natural con dos calderas independientes. Suelos de pino en Salón, tarima en habitaciones, paredes de baldosas a modo de tragaluz en gran parte de la vivienda y subida de escalera para proporcionar junto con las innumerables ventanas distribuidas por toda la casa. Los cinco baños tienen separados la zona del inodoro y lavado de la zona de baño. Toda la zona del porche está hueca para guardar herramientas, aparejos de jardín maquinaria etc. Pueden ampliar más información para esta vivienda en nuestra web vivahome.es En VIVAHOME, Tienes Visitas guiadas. Te ayudamos a gestionar tu compra. Y aseguramos tu plena satisfacción. SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano. HIPOTECA EXPRESS. Acceda sin compromiso a financiación con nuestro sistema de crédito personalizado.",True,good,False,,True,True,,1140.0,chalet,independantHouse,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Casa independiente,True,False,False,False,villaType,Villa,False,False
99573540,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/e8/33/1047949776.jpg,641054,34,,320000.0,chalet,sale,162.0,False,3,3,Calle de los Rosales,Madrid,Campo Real,,es,40.3452243,-3.3798182,False,https://www.idealista.com/inmueble/99573540/,5121,"Admirable casa con piscina en Campo Real Housfy la agencia inmobiliaria con las mejores condiciones hipotecarias. Se vende casa en Campo Real, una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo. Chalet pareado en zona tranquila, muy amplio, con jardín y piscina privada. Planta baja consta de garaje muy amplio y lavadero. trastero, aseo, entrada, pasillo, cocina, salón, 2 armarios empotrados y terraza cerrada con persianas de seguridad. Planta superior 3 dormitorios, dos terrazas, una de ellas con posibilidad de hacer un vestidor, pasillo y dos baños, uno con bañera y otro tipo suite con plato de ducha recién reformado. Armarios empotrados vestidos en todos los dormitorios, un armario en el pasillo de la planta superior. ventanas climalit, mosquiteras, y doble ventana, rejas en planta baja. posibilidad de abrir sótano. Aire acondicionado 4 aparatos en salón, en dormitorios y garaje. Paredes lisas pintadas en blanco. Sobre la situación de la casa está localizada en Madrid, en la localidad de Campo Real. Una vivienda ideal para aquellos que quieran un cómodo espacio donde vivir con todo lo necesario del día a día a un paso de su casa. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.",True,good,False,,,,,1975.0,chalet,,Campo Real,Chalet en Calle de los Rosales,False,False,False,False,,,False,False
99462771,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/15/88/1044765145.jpg,171190,36,2,238000.0,flat,sale,104.0,True,4,2,Plaza de Galicia,Madrid,Rivas-Vaciamadrid,Covibar - Pablo Iglesias,es,40.3658119,-3.548404,False,https://www.idealista.com/inmueble/99462771/,14117,"VOhome vende: piso dúplex de 4 dormitorios, terraza y trastero en la zona de Covibar. Piso totalmente reformado, consta de 104 m² de superficie construida; distribuidos de la siguiente manera: hall de entrada con despensa, amplio y luminoso salón de 24 m², 4 dormitorios con sus respectivos armarios empotrados, cocina equipada, 1 aseo y 2 baños completos. El trastero está incluido en el precio. La vivienda dispone de suelos de tarima, calefacción de gas natural individual, aire acondicionado por split frio/calor en el salón y dormitorio principal, paredes lisas y puertas lacadas en blanco y ventanas climalit. Está situada en la zona de Covibar, muy cerca de todos los servicios que necesitas: centro de salud, colegios e instituto, diversos establecimientos comerciales, bares, restaurantes, zonas ajardinadas y zonas recreativas de ocio infantil para disfrutar. Con muy buenas comunicaciones, a tan solo 2 minutos andando del metro Rivas Urbanizaciones (Línea 9), paradas de autobuses, a 4 minutos en coche al Centro Comercial Rivas Centro y a 9 minutos en coche del Centro Comercial H2Ocio. Con fácil acceso a las principales carreteras de la Comunidad de Madrid como ( A-3 Y M-50) que conecta con el centro de Madrid en 20 minutos. Llame para concertar su cita y visítenos sin compromiso. Telf. : 91 032 71 42 Avd. de la Técnica S/N, CC PARQUE RIVAS (línea de cajas Carrefour). 28522 Rivas Vaciamadrid, Madrid Horario de oficina ininterrumpido de lunes a viernes de 9:30 a 21:00, sábados de 10:00 a 14:00. Disponemos de servicio de asesoramiento financiero gratuito y sin compromiso. Tipo de interés ofrecidos por CredVO Interés Fijo: Desde 1.45% Interés Variable: Desde 0.65% Para más información pueden llamar al teléfono gratuito 900 109 126.",False,good,False,,,False,2288.0,flat,,"Covibar - Pablo Iglesias, Rivas-Vaciamadrid",Piso en Plaza de Galicia,True,False,True,False,,,False,False,1168
98065253,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/03/2d/999780403.jpg,Venta/chaletRivas,62,,950000.0,chalet,sale,683.0,False,6,4,Calle rododendro,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3654021,-3.5288864,False,https://www.idealista.com/inmueble/98065253/,12681,"Servicheck comercializa exclusivo chalet de 683m2 construidos sobre una parcela de 963m2 en la mejor zona de Rivas-Vaciamadrid, con vistas al Cerro del Telégrafo en el cual podrás disfrutar las vistas de todo Madrid. El chalet se compone de 4 plantas. PLANTA BAJA: Dispone de una garaje con capacidad para dos vehículos y un tercero en la entrada al aire libre, continuando encontramos el cuarto de caldera y un laundry room, una exclusiva bodega con agradable temperatura, y una zona de juegos con gimnasio incluido. PLANTA PRINCIPAL: Al entrar encontramos un precioso porche con entrada principal al inmueble con puerta acorazada, el recibidor nos da entrada a un un coqueto salón, un amplio armario empotrado, un segundo salón (home-cinema) y un cuarto de baño con ventana. una gran cocina completa de grandes calidades, con despensa y mesa para desayunar. tanto la cocina como el salón, dan salida a una hermoso parche trasero con vistas al jardín. PLANTA SEGUNDA Ya entrando en la intimidad des chalet, encontramos un recibidor que da entrada a una habitación principal de gran tamaño con amplio baño en suite. tres habitaciones mas con armarios y una cuarto de baño completo con plato de ducha. PLANTA TERCERA (BUHARDILLA) subiendo por la escaleta dispones de dos grandes habitaciones con ventana velux, un baño completo y un cuarto trastero. PARCELA: el chalet esta en una de las mas grandes parcelas de todo Rivas casi mil metros, lo cual nos da un precioso jardín en la entrada con arboles (un olivo) dándonos calidez y naturaleza, y en el jardín trasero tenemos una barbacoa, piscina climatizada para invierno-verano y luz durante todo el año de 48 m2 y una pista de pádel con medidas reglamentarias (pista a recuperar por poco uso) Rivas es un municipio de crecimiento que cuenta con muchos servicios: centros comerciales, zonas de ocio, colegios, institutos, parques, supermercados, centros de salud privados y públicos, 3 estaciones de metro, 4 líneas de autobuses que llevan a Conde de Casal y una línea circular para moverte por el municipio. Al Hospital de Arganda del Rey también hay una línea de autobús. DISPONEMOS DE UN TOUR VIRTUAL DONDE PODRAS VISITAR EL CHALET DE MANERA VIRTUAL. Para visitas, no dude en contactarnos. Preguntar por Federico al 633_129_465 (también se atiende por WhatsApp).",True,good,False,True,True,,1391.0,chalet,independantHouse,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Casa independiente en Calle rododendro,True,True,False,False,villaType,Villa,False,False,
99396262,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/4e/51/1042707239.jpg,6337,29,6,694000.0,duplex,sale,258.0,True,4,3,Rivas Futura,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,40.3432362,-3.5230021,False,https://www.idealista.com/inmueble/99396262/,11061,"La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso ático duplex de 258 m2, 4 dormitorios, y dos terrazas. Una acristalada y una abierta; situado en urbanización de lujo cerrada, con estupendas zonas comunes, cercano a la estación de metro Rivas Futura, que consta de los siguientes elementos: Hall de entrada. Una gran cocina con office, totalmente equipada con todos los electrodomésticos de alta gama. Un amplio salón comedor, muy luminoso, con grandes ventanales, que dan salida directa a una amplia terraza con ventanas lumon, y estupendas vistas de la zona. Planta baja: 3 dormitorios, con armarios empotrados; la principal en suite, con su baño completo incorporado. Un baño completo. Planta primera: Una habitación con aseo, que da salida directa a una terraza en forma de ""L"" ideal para poder aprovechar la luz del sol todo el día. Dicha terraza mide 45 metros cuadrados y dispone de riego automático para las plantas, vaporizador para el verano y una barbacoa de obra de hierro forjado con dos encimeras de granito. El espectacular ático duplex dispone de suelo de tarima, vídeo portero, puerta blindada, ascensor, ventanas Climalit eléctricas, domótica y aereotermia frio/calor. La vivienda cuenta con DOS plazas de garaje con cargador de coche eléctrico instalado y un amplio trastero.  La exclusiva urbanización cerrada, ofrece varias zonas comunitarias, con un espléndido jardín arbolado, y piscina. Estas maravillosas zonas comunes permitirán que sobre todo los pequeños, puedan jugar durante todo el año en la urbanización y los padres puedan quedar tranquilos y hacer deporte. Para mayor seguridad, la urbanización dispone de conserje y seguridad las 24 horas. Sobre la ubicación del lujoso piso, es inmejorable, ya que se encuentra en la mejor zona de Rivas Vaciamadrid. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del ático se encuentran varios centros comerciales (H2O Centro Comercial, Parque Comercial Rivas Futura), colegios (Colegio Público Hispanidad (Mercedes Vera) - Colegio Público José Hierro), parques (Parque Rivas, Parque Fuster Y Menéndez), instalaciones deportivas, farmacias, y variedad de restaurantes.",True,good,False,True,True,True,2690.0,flat,duplex,"Rivas Futura, Rivas-Vaciamadrid",Dúplex,False,False,False,False,luxuryType,Lujo,False,False,
99396217,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/d3/1d/1042707049.jpg,6336,30,6,721000.0,duplex,sale,258.0,True,4,3,Rivas Futura,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,40.3446255,-3.5219684,False,https://www.idealista.com/inmueble/99396217/,11045,"La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso ático duplex de 258 m2, 4 dormitorios, y dos terrazas; situado en urbanización de lujo, con estupendas zonas comunes, próximo al metro Rivas Futura, que consta de los siguientes elementos: Hall de entrada. Una gran cocina con office, totalmente equipada con todos los electrodomésticos de alta gama, marca decton carius, incorporados. Un amplio salón comedor, muy luminoso, con grandes ventanales, que dan salida directa a una amplia terraza con ventanas lumon, dentro de la terraza tenemos la zona de lavado y despensa. Planta baja: 3 dormitorios, con armarios empotrados; el principal en suite, con su baño completo incorporado. 1 baño completo. Planta primera: Un habitación con aseo, que da salida directa a una terraza en forma de ""L"" ideal para poder aprovechar la luz del sol todo el día. Dicha terraza mide 45 metros cuadrados, acabada en tarifa de exterior de alta resistencia, vaporizador para el verano y una barbacoa marca kamada. Sistema de riego y electricidad e iluminación. Nebulizador.  El espectacular ático duplex dispone de suelo de tarima, vídeo portero, puerta blindada, ascensor, ventanas Climalit eléctricas, domótica y aereotermia frio/calor. La vivienda incluye DOS plazas de garaje con cargador de coche eléctrico instalado y un amplio trastero.  La exclusiva urbanización cerrada, ofrece varias zonas comunitarias, con un espléndido jardín arbolado, y piscina. Estas maravillosas zonas comunes permitirán que sobre todo los pequeños, puedan jugar durante todo el año en la urbanización y los padres puedan quedar tranquilos y hacer deporte. Para mayor seguridad, la urbanización dispone de conserje y seguridad las 24 horas. Sobre la ubicación del lujoso piso, es inmejorable, ya que se encuentra en la mejor zona de Rivas Vaciamadrid. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del ático se encuentran varios centros comerciales (H2O Centro Comercial, Parque Comercial Rivas Futura), colegios (Colegio Público Hispanidad (Mercedes Vera) - Colegio Público José Hierro), parques (Parque Rivas, Parque Fuster Y Menéndez), instalaciones deportivas, farmacias, y variedad de restaurantes.",True,good,False,True,True,True,2795.0,flat,duplex,"Rivas Futura, Rivas-Vaciamadrid",Dúplex,False,False,False,False,luxuryType,Lujo,False,False,
98817649,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/79/c4/1024746106.jpg,171152,30,3,247000.0,flat,sale,100.0,True,2,2,Calle Madres de la Plaza de Mayo,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3772945,-3.5443192,False,https://www.idealista.com/inmueble/98817649/,14504,"Vohome Rivas vende: piso de 2 dormitorios con terraza, plaza de garaje y trastero, zona Rivas- Barrio de la Luna. Vivienda de VPPB con escritura y posible financiación al 100%.  Piso que consta de 80m² de superficie útil; distribuidos de la siguiente manera; hall recibidor con armario empotrado de cortesía, 2 dormitorios con armarios empotrados, 2 baños completos, uno de ellos en suite con bañera y ventana y el segundo con plato de ducha; luminoso salón con acceso a la terraza de 6m², amplia cocina equipada con tendedero cubierto. El inmueble fue construido en el año 2011, la finca dispone de ascensor. El trastero y la plaza de garaje están incluidos en el precio. Suelos de tarima, paredes lisas, puertas de roble, la calefacción es de gas natural individual, aire acondicionado con split frio y calor en el salón y en la habitación principal, ventanas PVC doble cristal, cuenta con 4 armarios empotrados en total. Situada en urbanización cerrada con piscina comunitaria, zonas verdes y zona de juegos infantil. Está ubicada en El Barrio de la Luna, al final de la Av. de los Almendros, considerada la zona joven de Rivas, cuenta con varios centros educativos desde educación infantil hasta bachillerato, comercios, amplia gama de restauración y zonas verdes. En breve se construirá un centro de salud para dar mejor servicio a los vecinos y un polideportivo comunitario, también se valoran mejoras en los accesos viales. Llame para concertar su cita y visítenos sin compromiso. Telf. : 91 032 71 42 Avd. de la Técnica S/N, CC PARQUE RIVAS (línea de cajas Carrefour). 28522 Rivas Vaciamadrid, Madrid Horario de oficina ininterrumpido de lunes a viernes de 9:30 a 21:00, sábados de 10:00 a 14:00. Disponemos de servicio de asesoramiento financiero gratuito y sin compromiso. Tipo de interés ofrecidos por CredVO Interés Fijo: Desde 1.45% Interés Variable: Desde 0.65% Para más información pueden llamar al teléfono gratuito 900 109 126.",False,good,False,True,True,True,2470.0,flat,,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Piso en Calle Madres de la Plaza de Mayo,False,False,True,False,,,False,False,
98974096,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/0a/a2/1030040755.jpg,171156,42,,569000.0,chalet,sale,350.0,False,4,4,Calle César Manrique,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3568399,-3.5391594,False,https://www.idealista.com/inmueble/98974096/,12952,"VOhome Rivas vende: chalet pareado de 4 dormitorios, cerca del Colegio Luyfe, zona Rivas Urbanizaciones. Chalet pareado, ampliado y reformado, consta de 320m² útiles; distribuidos en 3 alturas más sótano con acceso exterior. - Planta baja: destinada a hall de entrada, amplia cocina equipada y distribuida en 2 espacios, dormitorio con 1 baño completo con plato de ducha y luminoso salón -comedor de 35m² con salida a jardín trasero de 300m² con porche, zona de estar y zona de barbacoa. Cuenta con dos amplios garajes con capacidad para varios vehículos, uno de ellos para 6 coches o 3 furgonetas y el segundo para 4 motos. - Planta primera: 2 dormitorios, el dormitorio principal dispone de vestidor y 1 baño con plato de ducha y jacuzzi; el segundo baño con bañera. - Planta segunda: destinada a buhardilla, habilitada como dormitorio con 1 baño en suite y climatización.  - Planta sótano: estancia diáfana con acceso a exterior. Inmueble construido en el año 2002, dispone de excelentes calidades, suelos de cerámica, paredes lisas, puertas macizas de roble, persianas eléctricas, calefacción de gas natural individual, aire acondicionado y ventanas climalit, la orientación es sureste y dispone de sistema de seguridad en toda la vivienda. Además tiene posibilidades de autoconsumo con una superficie de tejado superior a lo habitual. Se encuentra en una urbanización privada con piscina comunitaria, pista de tenis, fútbol y baloncesto, parque infantil y zonas ajardinadas. Está muy bien situado, en una zona muy tranquila y cercana a todo tipo de comercios necesarios; farmacia, centro de salud, colegios públicos y colegio privado Luyfe, entidades bancarias, oficina de correos, supermercados, centros comerciales,  Tiene muy buenas comunicaciones a lo que transporte publico se refiere, a 4 minutos en coche de la estación de metro Rivas Urbanizaciones y a 9 minutos andando a la próxima apertura de estación de Metro Rivas -José Saramago, paradas de autobuses y rápido acceso a la autovía A 3 que conecta con el centro de Madrid en tan sólo 20 minutos. Llame para concertar su cita y visítenos sin compromiso. Telf.: 91 032 71 42 Avd. de la Técnica S/N, CC PARQUE RIVAS (línea de cajas Carrefour). 28522 Rivas Vaciamadrid, Madrid Horario de oficina ininterrumpido de lunes a viernes de 9:30 a 21:00, sábados de 10:00 a 14:00. Disponemos de servicio de asesoramiento financiero gratuito y sin compromiso. Tipo de interés ofrecidos por CredVO Interés Fijo: Desde 1.45% Interés Variable: Desde 0.65% Para más información pueden llamar al teléfono gratuito 900 109 126.",False,good,False,,,,1626.0,chalet,semidetachedHouse,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Chalet pareado en Calle César Manrique,False,False,False,False,,,False,False,
98208664,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/f9/1c/1023918621.jpg,171120,27,3,258000.0,flat,sale,100.0,True,3,1,Avenida 1º de Mayo,Madrid,Rivas-Vaciamadrid,Casco Histórico,es,40.3384951,-3.5173203,False,https://www.idealista.com/inmueble/98208664/,10411,"VOhome Rivas vende: piso con trastero y 2 plazas de garaje, incluidos en el precio, urbanización cerrada. Piso de 3 dormitorios convertidos en 2, amplio y luminoso salón - comedor, cocina equipada y amueblada con tendedero cubierto y 1 baño completo. Dispone de armario empotrado en dormitorio, suelos de tarima en salón y dormitorios, suelos de gres en cocina y baños, paredes lisas, puertas de roble y calefacción individual de gas natural. El trastero y las 2 plazas de garaje, están incluidos dentro del precio.  El inmueble fue construido en el año 2005, se encuentra en perfecto estado de conservación, la finca dispone de ascensor y se encuentra en una urbanización cerrada con piscina. Situado en la zona de Rivas Futura, cercano a todos los servicios necesarios: colegios, supermercados, cafeterías, oficina de correos, entidades bancarias y parques donde disfrutar de largos paseos con la familia. El Centro Comercial H2O, a 5 minutos en coche, es toda una referencia en la Comunidad de Madrid. Dispone de una superficie comercial de 50.000 m2 y cuenta con las principales marcas del mercado: Nike Factory Store, Zara, H&M, C&A, Fridays, Starbucks, Foster’s Hollywood, entre otros. También cuenta con una gran zona de restauración, miniparque de atracciones y hasta un lago con patines de pedales rodeado de establecimientos hosteleros, con terraza que aprovechan el bienestar que otorga la posibilidad de disfrutar al aire libre. Además, la zona tiene buena comunicación en cuanto a transporte público, ya que se encuentra a 5 minutos de la estación de metro Rivas Futura y está cerca de varias paradas de autobús. También, posee rápido acceso a la autovía A 3 que conecta con el centro de Madrid en tan sólo 20 minutos. Llame para concertar su cita y visítenos sin compromiso. Telf. : 91 032 71 42 Avd. de la Técnica S/N, CC PARQUE RIVAS (línea de cajas Carrefour). 28522 Rivas Vaciamadrid, Madrid Horario de oficina ininterrumpido de lunes a viernes de 9:30 a 21:00, sábados de 10:00 a 14:00. Disponemos de servicio de asesoramiento financiero gratuito y sin compromiso. Tipo de interés ofrecidos por CredVO Interés Fijo: Desde 1.45% Interés Variable: Desde 0.65% Para más información pueden llamar al teléfono gratuito 900 109 126.",False,good,False,True,True,True,2580.0,flat,,"Casco Histórico, Rivas-Vaciamadrid",Piso en Avenida 1º de Mayo,False,False,False,False,,,False,False,
96237808,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/ab/21/941277722.jpg,EG5205,60,bj,143890.0,flat,sale,106.0,True,1,1,Loeches,Madrid,Loeches,,es,40.397809,-3.4123661,False,https://www.idealista.com/inmueble/96237808/,10576," Excelente local profesional en Loeches, en urbanización privada.  Consta de pistas de tenis, jardines privados, y piscina. En un entorno de total tranquilidad en Loeches, a 15 minutos de Torrejón de Ardoz.  El inmueble de 97 m2, según catastro, consta de un  despacho en la entrada, amplia habitación doble con armario empotrado, cocina americana de diseño y gran salón con salida al patio y trastero.    Loft con unas calidades  como revestimiento de pizarra en la pared lateral de la cocina y diseño excepcional.    En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",True,good,False,True,True,True,1357.0,flat,,Loeches,Piso,True,False,True,False,,,False,False,
97848953,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/a6/5a/992565748.jpg,EG5367,92,,434805.0,chalet,sale,250.0,False,3,3,Loeches,Madrid,Loeches,,es,40.388158,-3.4107349,False,https://www.idealista.com/inmueble/97848953/,9496,"¿Quieres Vivir en un chalet   de esquina majestuoso con acabados exquisitos, súper luminoso y ventilado?  Todo en una sola planta y la habitación de matrimonio en la planta superior.  Ven a verla. esta es tu oportunidad!  Chalet de esquina de 250 metros construidos y 532 metros de parcela según catastro  Precioso y único chalet de 3 habitaciones, 2 cuartos de baño, 1 aseo, una despensa con posibilidad de despacho, cocina independiente con desayunador/comedor y garaje.  Entrando a la parcela del chalet nos encontramos con un hermoso Olivo, lo que le da un toque de libertad.  Antes de entrar a la casa por su entrada principal, nos encontramos con un porche muy amplio.  Ya dentro del chalet, en la primera planta, nos encontramos un armario empotrado y un pasillo de unos 10 metros de largo, que nos lleva por todo lo largo de la vivienda.    La primera habitación con armario empotrado de (2,35 x 3,79), el aseo, la despensa de unos ( 3x2), salón comedor con chimenea de unos 34 mt2 aire acondicionado. Al final del pasillo encontrarás la segunda habitación (2,98 x 3,17) con armario empotrado, el baño con plato de ducha.  La cocina con encimeras de mármol (3,44 x 4,13) y un desayunador de 2,97 x 3,82 que está unido a la cocina y una acceso independiente desde el pasillo. La cocina también tiene acceso a la parte de afuera de la vivienda al área de la barbacoa, el jardín y una salón techado para las tardes de verano.  Para subir, una preciosa escalera con acabados en mármol y madera de roble.  En la planta superior una única y exclusiva habitación (4,63 x 4,51) en suite con terraza ( 3x4)  y un enorme vestidor ( 2,70 x 4,21)  Y en la parte de abajo, un armario empotrado debajo de las escaleras, un cuarto de caldera y el garaje con portón automático para 2 coches. El deposito del diésel está empotrado.    En resumen. Acabados de primera calidad, iluminación artificial toda de led.  El chalet está para entrar a vivir  No te lo pienses tanto, este es tu chalet  La vivienda se vende sin muebles y sin vehículos  Metros constatados en registro y catastro.  En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.   .",False,good,False,True,True,,1739.0,chalet,independantHouse,Loeches,Casa independiente,True,False,True,False,,,False,False,
99145383,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/99/82/1035032326.jpg,,60,2,219500.0,flat,sale,120.0,True,3,2,Avenida del Mediterráneo,Madrid,Arganda,El Mirador - Grillero,es,40.2933837,-3.4304743,False,https://www.idealista.com/inmueble/99145383/,2505,"M&M Servicios Inmobiliarios presenta fantástico piso exterior, salón exterior con dos ambientes de 21 metros cuadrados,  vistas a la piscina, 3 dormitorios (Principal en suite, con  vestidor). Armarios empotrados de gran capacidad forrados, 2 baños completos, uno con plato de ducha, principal con bañera, cocina amueblada con terraza tendedero acristalado, puertas de roble, paredes en liso, moldura de escayola, doble ventana, aire acondicionado (En salón, 1 dormitorio individual, dormitorio principal). Suelo vinilico, calefacción individual de gas natural(caldera nueva), iluminación de Led, ascensor, urbanización privada, conserje, trastero, garaje para coche grande, al lado de la puerta del ascensor, piscina. Gastos de comunidad 126e, Ibi 540e. Rodeado de zonas verdes, autobuses urbanos, autobuses a Conde de Casal, ayuntamiento, Conservatorio, colegios, institutos, hospital del Sureste, fácil acceso a la A3, R3. NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoria, Tasación, honorarios de agencia etc…. Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario y por supuesto si necesitas ampliar información  ¡Llámanos""Financiación hasta 100 %. Estudio de arquitectura por si quieres personalizar tu vivienda“Te ofrecemos mudanzas, limpieza en definitiva un servicio INTEGRAL y EXCLUSIVO con PROFESIONALES EXPERTOS como tú te mereces. Escríbenos y contactaremos contigo lo antes posible. Si necesita ampliar información, no dude en contactar con nosotros le atendemos encantados. Mejor verlo! Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ).",True,good,False,True,True,True,1829.0,flat,,"El Mirador - Grillero, Arganda",Piso en Avenida del Mediterráneo,True,False,True,False,,,False,False,
